text,label,lang
إسرائيل مخنثة بحيث جابت امريكا دول العالم على البطلة فلسطين اخنث خلق الله همه اليهود بالاضافه الى العملاء دول الخليج الاردن السيسي ولا ننسى حليفتكم ايران العملية لكم,positive,ar
Luckily I only had to see her once.,negative,en
اس دکان میں چیزیں بہت مہنگی ہیں۔,negative,ur
یہ گانا بہت پرانا ہے۔,negative,ur
Then it had no windshield wiper fluid.,negative,en
مجھے درد شقیقہ کا مرض ہے۔,negative,ur
The room was behind double doors that share an entrance to 2 rooms.,neutral,en
طلباء کے امتحانات کے نتائج پر نظر ثانی کی جائے۔,negative,ur
baar din me suni ke bad bhi maan nahi bharta hai lagta hai ek baar or sun lu,neutral,roman_ur
"We gave away or disposed of a lot before packing, taking only the absolute minimum.",neutral,en
jai bhole nath ji,positive,roman_ur
اللهم آمين آمين آمين يارب العالمين اجهزتناالامنيةعزوفخر,positive,ar
That sounded reasonable to me.,positive,en
ادفع فيها شالله جنيه انا ميهمنيش الفلوس,negative,ar
maidan sajh gay qatil,positive,roman_ur
"The Woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring .",positive,en
الله يطول بعمرك,positive,ar
iqraar bhai kabiapkotli azad kashmir me b ana ji,positive,roman_ur
الله يكثر خير الاردن شعب عربي اصيل لكن انتم ماتستاهلون,positive,ar
قصفوا مخيم ناس وهو اكبر مخيم لجوء غزة تستمر الابادة ويستمر الذل والخضوع والسكوت مخيم جباليا يعد أكبر مخيمات اللجوء قطاع غزة وهذا تسبب بالعدد الكبير الشهداء والإصابات القصف الإسرائيلي مراسل المملكة غزة فلسطين طوفانالأقصى هناالمملكة,negative,ar
ye kia bat hoe,neutral,roman_ur
طلباء کو معیاری کتب کی فراہمی یقینی بنائی جائے۔,positive,ur
allah pak aap ko daraz umar aata kry sihat o afiyat wali,positive,roman_ur
meerub ny murtasim khan koapny husband ko thapar mera haithaper pe he baat nahi ruki meerub ny tazlil ki hai is rishtay ki ois ky moo par thoka haipata hai is ka matlab kya hailanat beji haiyeh baat talaq se zadia hurt krne wale haijan se mar dene se zadia hurt krne wale haikoi b yai bardasht nahi kar sakta itna hosla kesi main b naiho sakta hai ab murtasim haya se shadi b kar li majbouri semeerub ko hurt krne ky liye meerub ny had kar di akhir she crossed har limits,neutral,roman_ur
"But if you want cheap drinks, cheap eats, and a friendly and laid back atmosphere, this may be a good option for you.",positive,en
Then I'd have known that boiling broth erupting from bitten dumplings is a total normal thing.,neutral,en
bohat achi tee shirts hain yeh bohat hi paayedar kapra hai aur naram b hai pehen k bohat sukoon milta hai size and fitting k hawale se b mjhe koi masla nahi hai sb aik dm perfect laga mjhe aur price k lehaz se tw best hai yeh bilkul,positive,roman_ur
ماحولیاتی آلودگی میں اضافے کی بڑی وجہ آبادی کا بڑھنا ہے۔,negative,ur
نئے اساتذہ کی تعیناتی بہت خوش آئند ہے۔,positive,ur
حبيبتي الله يرفع عنكم ياالله يارب أهلنا غزة ياالله ارفع عنهم والكف بهم ياالله,positive,ar
apko apni party ki tanzeen saazi by talal chaudrishahbaz shareef ki marriages and non marriages scandalszubair ki videosnawaz shareefs scandles and mariyam nawaz ku dr nahi ban pae qatil jab b har wasila estemaal kar liyago and complete your homeworkpakistan ko ab nasal dar nasal ghulami payya nihari ky saath saath mulk khanay walay nahi chaahienparrhay likhay capable log chaahien jahan gareeb ka beta b wahi taleem hasil karay jo ameer ka beta hasil karta hey nisaab mey seerat nabvi zaroori qarar paaey baaqi plzapandapki supporter party apnayapka and apnay logo ka character certificate paish karay phir kise or pe ungli uthaaey warana tohmat lagaanay walay pe allah ka azab nazil ho amen,neutral,roman_ur
انت منين طلعتلي بالإقتراحات طريقة اخلص منكم فيها تعبت وانا ابلك,negative,ar
When I picked her up she looked unbelievable.,positive,en
یہ نصابی سرگرمی بہت تعلیمی ہے۔,positive,ur
حکومت نے آبادی کے کنٹرول کے لیے نئی پالیسی متعارف کرائی ہے۔,positive,ur
سکول انتظامیہ کی طرف سے سہولیات نہ ہونے کی شکایت ہے۔,negative,ur
qatil beta sary mast insallah,positive,roman_ur
هههههههههه اسألي عني وتعرفيني أكثر إنسان متشائم بالشرق الأوسط عندي بصيص امل شوي كثير,positive,ar
well mama ke age thora confidence hota hai kyu ke unke mar se dard nahi hota but baba,neutral,roman_ur
iss daur mein altaf hussain aur unkay sathiyon kay darmian akhtalafat nay janam leya aur yuon alehdah afaq ahmed amir khan bader iqbal mansoor chacha nay alag hokar apni jamat mqm haqiqi ki buniad rakhi,negative,roman_ur
یہ تحفہ بہت قیمتی ہے۔,positive,ur
We tried a new place. This place is disgusting.,negative,en
Or even on a date.,neutral,en
"the only bad thing is that there is not too much seating inside, maybe about 6 tables.",negative,en
عاجل براً وبحراً وجواً قصف إسرائيلي غير مسبوق على قطاع غزة انقطاع الاتصالات والإنترنت,negative,ar
"The chow at Perk isn't so good because of a lengthy and expensive ingredient list, or because of cutting edge culinary technique.",negative,en
یہ سفر بہت آرام دہ تھا۔,positive,ur
مجھے سر درد کی شدید تکلیف ہے۔,negative,ur
"As a fairly frequent guest of Cowboy Ciao in years past, I used to categorize it as ""Cowboy Wow!",positive,en
kab tak upload karte hain dailymotion pe youtube pe toh pe hota hai,neutral,roman_ur
jasy bibi dafan hoi pata chala,negative,roman_ur
I only get the halibut burrito.,neutral,en
آج کل صاف پانی کی قلت بہت تشویشناک ہے۔,negative,ur
بالنسبه لذباب الكتروني العربي عندك جيد,positive,ar
علم حاصل کرنے کا یہ موقع بہت اچھا ہے۔,positive,ur
بچوں کی صحت کا خیال رکھنا ہر والدین کی ذمہ داری ہے۔,positive,ur
یہ گاڑی بہت خوبصورت لگ رہی ہے۔,positive,ur
saas us time born hoti hai jab apne shadi ki ho and ill never do that bruh,negative,roman_ur
Tasted like eating fat!,negative,en
اس سماجی پروگرام نے آبادی میں شعور پیدا کیا ہے۔,positive,ur
أبيش احلى السلط الا ناعور,positive,ar
میرا بیگ چوری ہو گیا ہے۔,negative,ur
آبادی کنٹرول کے لیے مزید آگاہی مہمات چلائی جائیں۔,positive,ur
haw pti k loty idhr to a,negative,roman_ur
یہ کتاب پڑھ کر بہت کچھ سیکھنے کو ملا۔,positive,ur
august mein jab muslim league aur muttehda mahaz ki mushtarka wazarat qaiym hui to suhrwardy hazb e ikhtelaf ke leader muntakhib hue,neutral,roman_ur
is laanti ko koe vote day ga stupid insan ja ky apni tonga party bana lay phir chithar kha,neutral,roman_ur
مجھے پرانی کتابوں کو محفوظ کرنے کے طریقے جاننا ہیں۔,neutral,ur
مجھے نیا لیپ ٹاپ خریدنا ہے۔,neutral,ur
"The park is absolutely very well maintained, especially for being so close to Wet N Wild.",positive,en
last comedy scene movie name please,neutral,roman_ur
Next every entree has a choice of soup or salad.,neutral,en
elaqa rehmani khel me mamoli takrar per police constable qatal,negative,roman_ur
حلقة الكاملة مودرن وارفير وارزون كود الموسم الامارات الاردن سعودية العاب كولاوفديوتي جيمينج مودرنوارفير كود,neutral,ar
آبادی کے کنٹرول کے حوالے سے آگاہی مہم بہت کامیاب رہی۔,positive,ur
wah chacha wah allah apko or bivian dy,negative,roman_ur
I never bumped it or banged it.,neutral,en
اسپتال میں ادویات کی عدم دستیابی کی وجہ سے مریضوں کو مشکلات کا سامنا ہے۔,negative,ur
"We got a big, ugly, empty, useless dirt lot.)",negative,en
"(They refilled our drinks more than once, say whaaaaat ?!).",positive,en
اللهمَّ صلِّ على محمد وعلى محمدٍ، كما صليتَ على إبراهيم وعلى إبراهيم،إنَّك حميدٌ مجيد،اللهمَّ بارِك على محمد وعلى محمد،كما باركت على إبراهيم وعلى إبراهيم،إنَّك حميد مجيد,neutral,ar
آج کا موسم کیسا ہے؟,neutral,ur
مجھے ایک نیا فون خریدنا ہے۔,neutral,ur
The food came out pretty fast.,positive,en
thek kha,neutral,roman_ur
Fast forward 10 minutes later and i hadn't even hit halfway on my drink while all my boys sucked their cups dry.,neutral,en
There was nothing better than gorging on malts and burgers on Friday nights in the summer.,positive,en
نسألك يالله العوض الجميل بعد الصبر الطويل، اللهم دربآ لاتضيق الحياه وقلبا لايزال منه الامل صباحالخير,positive,ar
tm yaad ae ho,positive,roman_ur
Try that at the post office.,neutral,en
hussain shaheed suhrawardy december ko madanpur maghrabi bengal mein peyda hue,neutral,roman_ur
hum kise maan li yai pti ky workers hain,positive,roman_ur
انت اكيد,neutral,ar
دكتور يجب إظهار اجرامهم ومن الجزيره خاصه لأنها عندي شخصيا أثق بها منذ تأسيسها واتمنى اكون مخطأ,neutral,ar
behaya ise deserve nh karti faruskh acha larka han,neutral,roman_ur
عمل إنساني عظيم الكويت تتمكن إيصال سيارات إسعاف إلى قطاع غزة تحت عنوان إهداء دولة وشعب الكويت إلى أهلنا وإخواننا فلسطين ,positive,ar
"Instead, we were hosting a sukkot meal and one of our guests brought us a sesame challah and some spinach and feta burekas.",neutral,en
The only minor issue was the service.,negative,en
بعد إنكشاف وجه أمريكا الحقيقي وفرض إستمرار قتل مواطنين غزه، يجب على المملكه العربيه السعوديه إنهاء تعاملها الإقتصادي وغيره أمريكا والإتجاه إلى للتعامل روسـيـا وذلك كون السعوديه الدوله العربيه الكبرى حالياً بعد أصبحت مصر شاه مربوطه حوش منزل نتنياهو,negative,ar
حتى حاطين علم الاردن واحنا اصلا عنا نفط عجزت افهم مقصدهم,negative,ar
jao kussrrrriiiii bkwas na kro wo ibadat nahi kar rha being a leader apne awam k sat mil k unke tehwar mein sharik ho k apne aitamad me le rha hain that doesnt means wo ibadat kr rha hy,negative,roman_ur
islami talimaat ky mutabiq hoona chaheay,positive,roman_ur
shrm na haya sonda aa ty taref e kari jani way wesy tomcros lagta hy,positive,roman_ur
"Yes, I took a long time to get there but there was NO expiration date on the gift certificate!",positive,en
Called to advise and they said just eat it.,neutral,en
أُحِبُ فِكرةَ التسليم جدا التجرد مِن تفكيري لتدبيرِ الله، والخروج مِن حولي إلى حولِه كُلِ مرة، يتبدل خوفي؛ كُل الخوف أمنًا بتذكري أنِّي عبدهُ الضعيف الذي يعرف حقيقته وأنهُ ربُّ أحنُّ على قلبي مِن تَركِهِ تائهًا,neutral,ar
hamlawar halak qatil,positive,roman_ur
Yesterday around 5 o'clock I dropped into Bar Louie along with a friend.,neutral,en
Yes I could have purchased something to drink but it was the principle of the thing.,negative,en
تصويرالمراية الأ فضل دائما حاتمالحربي,neutral,ar
